input_id	normalized_id	resolved_symbol	mapping_source	mapping_status	candidates	n_objects	n_cohorts
AL020997.5	AL020997.5	AL020997.5	exact_symbol	resolved	AL020997.5	0	0
AL020998.1	AL020998.1	AL020998.1	exact_symbol	resolved	AL020998.1	0	0
AL021026.1	AL021026.1	AL021026.1	exact_symbol	resolved	AL021026.1	0	0
AL021068.1	AL021068.1	AL021068.1	exact_symbol	resolved	AL021068.1	0	0
AL021068.2	AL021068.2	AL021068.2	exact_symbol	resolved	AL021068.2	0	0
AL021153.1	AL021153.1	AL021153.1	exact_symbol	resolved	AL021153.1	0	0
AL021154.1	AL021154.1	AL021154.1	exact_symbol	resolved	AL021154.1	0	0
AL021155.2	AL021155.2	AL021155.2	exact_symbol	resolved	AL021155.2	0	0
AL021155.5	AL021155.5	AL021155.5	exact_symbol	resolved	AL021155.5	0	0
AL021308.1	AL021308.1	AL021308.1	exact_symbol	resolved	AL021308.1	0	0
AL021326.1	AL021326.1	AL021326.1	exact_symbol	resolved	AL021326.1	1	1
AL021328.1	AL021328.1	AL021328.1	exact_symbol	resolved	AL021328.1	0	0
AL021368.1	AL021368.1	AL021368.1	exact_symbol	resolved	AL021368.1	0	0
AL021368.2	AL021368.2	AL021368.2	exact_symbol	resolved	AL021368.2	0	0
AL021368.3	AL021368.3	AL021368.3	exact_symbol	resolved	AL021368.3	0	0
AL021368.5	AL021368.5	AL021368.5	exact_symbol	resolved	AL021368.5	0	0
AL021391.1	AL021391.1	AL021391.1	exact_symbol	resolved	AL021391.1	0	0
AL021392.1	AL021392.1	AL021392.1	exact_symbol	resolved	AL021392.1	0	0
AL021393.1	AL021393.1	AL021393.1	exact_symbol	resolved	AL021393.1	0	0
AL021394.1	AL021394.1	AL021394.1	exact_symbol	resolved	AL021394.1	1	1
AL021395.1	AL021395.1	AL021395.1	exact_symbol	resolved	AL021395.1	1	1
AL021396.1	AL021396.1	AL021396.1	exact_symbol	resolved	AL021396.1	0	0
AL021398.1	AL021398.1	AL021398.1	exact_symbol	resolved	AL021398.1	1	1
AL021398.2	AL021398.2	AL021398.2	exact_symbol	resolved	AL021398.2	1	1
AL021408.1	AL021408.1	AL021408.1	exact_symbol	resolved	AL021408.1	0	0
AL021453.1	AL021453.1	AL021453.1	exact_symbol	resolved	AL021453.1	0	0
AL021546.1	AL021546.1	AL021546.1	exact_symbol	resolved	AL021546.1	0	0
AL021546.6	AL021546.6	AL021546.6	exact_symbol	resolved	AL021546.6	1	1
AL021578.1	AL021578.1	AL021578.1	exact_symbol	resolved	AL021578.1	0	0
AL021707.1	AL021707.1	AL021707.1	exact_symbol	resolved	AL021707.1	0	0
AL021707.2	AL021707.2	AL021707.2	exact_symbol	resolved	AL021707.2	0	0
AL021707.3	AL021707.3	AL021707.3	exact_symbol	resolved	AL021707.3	0	0
AL021707.4	AL021707.4	AL021707.4	exact_symbol	resolved	AL021707.4	0	0
AL021707.5	AL021707.5	AL021707.5	exact_symbol	resolved	AL021707.5	0	0
AL021707.6	AL021707.6	AL021707.6	exact_symbol	resolved	AL021707.6	0	0
AL021707.7	AL021707.7	AL021707.7	exact_symbol	resolved	AL021707.7	0	0
AL021707.8	AL021707.8	AL021707.8	exact_symbol	resolved	AL021707.8	0	0
AL021707.9	AL021707.9	AL021707.9	exact_symbol	resolved	AL021707.9	0	0
AL021807.1	AL021807.1	AL021807.1	exact_symbol	resolved	AL021807.1	1	1
AL021877.2	AL021877.2	AL021877.2	exact_symbol	resolved	AL021877.2	0	0
AL021878.2	AL021878.2	AL021878.2	exact_symbol	resolved	AL021878.2	0	0
AL021917.1	AL021917.1	AL021917.1	exact_symbol	resolved	AL021917.1	1	1
AL021918.1	AL021918.1	AL021918.1	exact_symbol	resolved	AL021918.1	1	1
AL021918.2	AL021918.2	AL021918.2	exact_symbol	resolved	AL021918.2	1	1
AL021918.3	AL021918.3	AL021918.3	exact_symbol	resolved	AL021918.3	0	0
AL021918.4	AL021918.4	AL021918.4	exact_symbol	resolved	AL021918.4	0	0
AL021918.5	AL021918.5	AL021918.5	exact_symbol	resolved	AL021918.5	0	0
AL021920.1	AL021920.1	AL021920.1	exact_symbol	resolved	AL021920.1	1	1
AL021920.2	AL021920.2	AL021920.2	exact_symbol	resolved	AL021920.2	0	0
AL021920.3	AL021920.3	AL021920.3	exact_symbol	resolved	AL021920.3	0	0
AL021937.1	AL021937.1	AL021937.1	exact_symbol	resolved	AL021937.1	0	0
AL021937.3	AL021937.3	AL021937.3	exact_symbol	resolved	AL021937.3	0	0
AL021937.4	AL021937.4	AL021937.4	exact_symbol	resolved	AL021937.4	0	0
AL021940.1	AL021940.1	AL021940.1	exact_symbol	resolved	AL021940.1	0	0
AL021978.1	AL021978.1	AL021978.1	exact_symbol	resolved	AL021978.1	0	0
AL021997.3	AL021997.3	AL021997.3	exact_symbol	resolved	AL021997.3	0	0
AL022067.1	AL022067.1	AL022067.1	exact_symbol	resolved	AL022067.1	0	0
AL022068.1	AL022068.1	AL022068.1	exact_symbol	resolved	AL022068.1	0	0
AL022069.1	AL022069.1	AL022069.1	exact_symbol	resolved	AL022069.1	0	0
AL022069.3	AL022069.3	AL022069.3	exact_symbol	resolved	AL022069.3	0	0
AL022097.1	AL022097.1	AL022097.1	exact_symbol	resolved	AL022097.1	0	0
AL022098.1	AL022098.1	AL022098.1	exact_symbol	resolved	AL022098.1	0	0
AL022100.2	AL022100.2	AL022100.2	exact_symbol	resolved	AL022100.2	0	0
AL022151.1	AL022151.1	AL022151.1	exact_symbol	resolved	AL022151.1	0	0
AL022157.1	AL022157.1	AL022157.1	exact_symbol	resolved	AL022157.1	0	0
AL022162.1	AL022162.1	AL022162.1	exact_symbol	resolved	AL022162.1	0	0
AL022170.1	AL022170.1	AL022170.1	exact_symbol	resolved	AL022170.1	0	0
AL022237.1	AL022237.1	AL022237.1	exact_symbol	resolved	AL022237.1	0	0
AL022237.3	AL022237.3	AL022237.3	exact_symbol	resolved	AL022237.3	1	1
AL022238.2	AL022238.2	AL022238.2	exact_symbol	resolved	AL022238.2	0	0
AL022238.3	AL022238.3	AL022238.3	exact_symbol	resolved	AL022238.3	0	0
AL022238.4	AL022238.4	AL022238.4	exact_symbol	resolved	AL022238.4	0	0
AL022310.1	AL022310.1	AL022310.1	exact_symbol	resolved	AL022310.1	0	0
AL022311.1	AL022311.1	AL022311.1	exact_symbol	resolved	AL022311.1	0	0
AL022312.1	AL022312.1	AL022312.1	exact_symbol	resolved	AL022312.1	0	0
AL022313.2	AL022313.2	AL022313.2	exact_symbol	resolved	AL022313.2	0	0
AL022313.3	AL022313.3	AL022313.3	exact_symbol	resolved	AL022313.3	0	0
AL022313.4	AL022313.4	AL022313.4	exact_symbol	resolved	AL022313.4	0	0
AL022314.1	AL022314.1	AL022314.1	exact_symbol	resolved	AL022314.1	1	1
AL022315.1	AL022315.1	AL022315.1	exact_symbol	resolved	AL022315.1	0	0
AL022316.1	AL022316.1	AL022316.1	exact_symbol	resolved	AL022316.1	0	0
AL022318.1	AL022318.1	AL022318.1	exact_symbol	resolved	AL022318.1	0	0
AL022318.4	AL022318.4	AL022318.4	exact_symbol	resolved	AL022318.4	0	0
AL022318.5	AL022318.5	AL022318.5	exact_symbol	resolved	AL022318.5	0	0
AL022322.1	AL022322.1	AL022322.1	exact_symbol	resolved	AL022322.1	0	0
AL022322.2	AL022322.2	AL022322.2	exact_symbol	resolved	AL022322.2	0	0
AL022323.1	AL022323.1	AL022323.1	exact_symbol	resolved	AL022323.1	0	0
AL022323.2	AL022323.2	AL022323.2	exact_symbol	resolved	AL022323.2	0	0
AL022323.3	AL022323.3	AL022323.3	exact_symbol	resolved	AL022323.3	0	0
AL022323.4	AL022323.4	AL022323.4	exact_symbol	resolved	AL022323.4	0	0
AL022323.5	AL022323.5	AL022323.5	exact_symbol	resolved	AL022323.5	0	0
AL022324.2	AL022324.2	AL022324.2	exact_symbol	resolved	AL022324.2	0	0
AL022324.3	AL022324.3	AL022324.3	exact_symbol	resolved	AL022324.3	0	0
AL022326.1	AL022326.1	AL022326.1	exact_symbol	resolved	AL022326.1	1	1
AL022326.2	AL022326.2	AL022326.2	exact_symbol	resolved	AL022326.2	0	0
AL022328.1	AL022328.1	AL022328.1	exact_symbol	resolved	AL022328.1	1	1
AL022328.2	AL022328.2	AL022328.2	exact_symbol	resolved	AL022328.2	0	0
AL022328.3	AL022328.3	AL022328.3	exact_symbol	resolved	AL022328.3	0	0
AL022328.4	AL022328.4	AL022328.4	exact_symbol	resolved	AL022328.4	0	0
AL022329.1	AL022329.1	AL022329.1	exact_symbol	resolved	AL022329.1	0	0
AL022329.2	AL022329.2	AL022329.2	exact_symbol	resolved	AL022329.2	0	0
AL022329.3	AL022329.3	AL022329.3	exact_symbol	resolved	AL022329.3	0	0
AL022331.1	AL022331.1	AL022331.1	exact_symbol	resolved	AL022331.1	0	0
AL022332.1	AL022332.1	AL022332.1	exact_symbol	resolved	AL022332.1	0	0
AL022334.2	AL022334.2	AL022334.2	exact_symbol	resolved	AL022334.2	0	0
AL022336.1	AL022336.1	AL022336.1	exact_symbol	resolved	AL022336.1	1	1
AL022337.1	AL022337.1	AL022337.1	exact_symbol	resolved	AL022337.1	0	0
AL022341.1	AL022341.1	AL022341.1	exact_symbol	resolved	AL022341.1	0	0
AL022341.2	AL022341.2	AL022341.2	exact_symbol	resolved	AL022341.2	0	0
AL022341.3	AL022341.3	AL022341.3	exact_symbol	resolved	AL022341.3	1	1
AL022342.1	AL022342.1	AL022342.1	exact_symbol	resolved	AL022342.1	0	0
AL022344.1	AL022344.1	AL022344.1	exact_symbol	resolved	AL022344.1	0	0
AL022344.2	AL022344.2	AL022344.2	exact_symbol	resolved	AL022344.2	1	1
AL022344.5	AL022344.5	AL022344.5	exact_symbol	resolved	AL022344.5	1	1
AL022344.7	AL022344.7	AL022344.7	exact_symbol	resolved	AL022344.7	1	1
AL022345.10	AL022345.10	AL022345.10	exact_symbol	resolved	AL022345.10	1	1
AL022345.4	AL022345.4	AL022345.4	exact_symbol	resolved	AL022345.4	0	0
AL022345.7	AL022345.7	AL022345.7	exact_symbol	resolved	AL022345.7	1	1
AL022345.8	AL022345.8	AL022345.8	exact_symbol	resolved	AL022345.8	1	1
AL022345.9	AL022345.9	AL022345.9	exact_symbol	resolved	AL022345.9	1	1
AL022393.7	AL022393.7	AL022393.7	exact_symbol	resolved	AL022393.7	1	1
AL022393.9	AL022393.9	AL022393.9	exact_symbol	resolved	AL022393.9	1	1
AL022396.1	AL022396.1	AL022396.1	exact_symbol	resolved	AL022396.1	0	0
AL022397.1	AL022397.1	AL022397.1	exact_symbol	resolved	AL022397.1	0	0
AL022400.1	AL022400.1	AL022400.1	exact_symbol	resolved	AL022400.1	1	1
AL022476.1	AL022476.1	AL022476.1	exact_symbol	resolved	AL022476.1	0	0
AL022476.2	AL022476.2	AL022476.2	exact_symbol	resolved	AL022476.2	1	1
AL022574.1	AL022574.1	AL022574.1	exact_symbol	resolved	AL022574.1	1	1
AL022578.1	AL022578.1	AL022578.1	exact_symbol	resolved	AL022578.1	1	1
AL022718.1	AL022718.1	AL022718.1	exact_symbol	resolved	AL022718.1	0	0
AL022722.1	AL022722.1	AL022722.1	exact_symbol	resolved	AL022722.1	0	0
AL022724.1	AL022724.1	AL022724.1	exact_symbol	resolved	AL022724.1	0	0
AL022724.2	AL022724.2	AL022724.2	exact_symbol	resolved	AL022724.2	0	0
AL022724.3	AL022724.3	AL022724.3	exact_symbol	resolved	AL022724.3	0	0
AL022725.1	AL022725.1	AL022725.1	exact_symbol	resolved	AL022725.1	0	0
AL022726.1	AL022726.1	AL022726.1	exact_symbol	resolved	AL022726.1	0	0
AL023283.1	AL023283.1	AL023283.1	exact_symbol	resolved	AL023283.1	0	0
AL023284.1	AL023284.1	AL023284.1	exact_symbol	resolved	AL023284.1	1	1
AL023284.2	AL023284.2	AL023284.2	exact_symbol	resolved	AL023284.2	0	0
AL023284.3	AL023284.3	AL023284.3	exact_symbol	resolved	AL023284.3	0	0
AL023284.4	AL023284.4	AL023284.4	exact_symbol	resolved	AL023284.4	0	0
AL023495.1	AL023495.1	AL023495.1	exact_symbol	resolved	AL023495.1	0	0
AL023553.1	AL023553.1	AL023553.1	exact_symbol	resolved	AL023553.1	0	0
AL023574.1	AL023574.1	AL023574.1	exact_symbol	resolved	AL023574.1	0	0
AL023581.1	AL023581.1	AL023581.1	exact_symbol	resolved	AL023581.1	0	0
AL023581.2	AL023581.2	AL023581.2	exact_symbol	resolved	AL023581.2	0	0
AL023583.1	AL023583.1	AL023583.1	exact_symbol	resolved	AL023583.1	0	0
AL023584.1	AL023584.1	AL023584.1	exact_symbol	resolved	AL023584.1	0	0
AL023584.2	AL023584.2	AL023584.2	exact_symbol	resolved	AL023584.2	0	0
AL023653.1	AL023653.1	AL023653.1	exact_symbol	resolved	AL023653.1	0	0
AL023693.1	AL023693.1	AL023693.1	exact_symbol	resolved	AL023693.1	0	0
AL023754.1	AL023754.1	AL023754.1	exact_symbol	resolved	AL023754.1	0	0
AL023754.2	AL023754.2	AL023754.2	exact_symbol	resolved	AL023754.2	0	0
AL023755.1	AL023755.1	AL023755.1	exact_symbol	resolved	AL023755.1	0	0
AL023775.2	AL023775.2	AL023775.2	exact_symbol	resolved	AL023775.2	0	0
AL023802.1	AL023802.1	AL023802.1	exact_symbol	resolved	AL023802.1	0	0
AL023803.1	AL023803.1	AL023803.1	exact_symbol	resolved	AL023803.1	0	0
AL023803.2	AL023803.2	AL023803.2	exact_symbol	resolved	AL023803.2	0	0
AL023803.3	AL023803.3	AL023803.3	exact_symbol	resolved	AL023803.3	0	0
AL023806.1	AL023806.1	AL023806.1	exact_symbol	resolved	AL023806.1	1	1
AL023806.1.1	AL023806.1.1	AL023806.1.1	exact_symbol	resolved	AL023806.1.1	0	0
AL023806.2	AL023806.2	AL023806.2	exact_symbol	resolved	AL023806.2	0	0
AL023806.3	AL023806.3	AL023806.3	exact_symbol	resolved	AL023806.3	0	0
AL023806.4	AL023806.4	AL023806.4	exact_symbol	resolved	AL023806.4	0	0
AL023875.1	AL023875.1	AL023875.1	exact_symbol	resolved	AL023875.1	0	0
AL023876.1	AL023876.1	AL023876.1	exact_symbol	resolved	AL023876.1	1	1
AL023877.1	AL023877.1	AL023877.1	exact_symbol	resolved	AL023877.1	0	0
AL023881.1	AL023881.1	AL023881.1	exact_symbol	resolved	AL023881.1	0	0
AL023882.1	AL023882.1	AL023882.1	exact_symbol	resolved	AL023882.1	0	0
AL023913.1	AL023913.1	AL023913.1	exact_symbol	resolved	AL023913.1	0	0
AL024474.2	AL024474.2	AL024474.2	exact_symbol	resolved	AL024474.2	0	0
AL024493.1	AL024493.1	AL024493.1	exact_symbol	resolved	AL024493.1	0	0
AL024495.1	AL024495.1	AL024495.1	exact_symbol	resolved	AL024495.1	0	0
AL024497.1	AL024497.1	AL024497.1	exact_symbol	resolved	AL024497.1	0	0
AL024497.2	AL024497.2	AL024497.2	exact_symbol	resolved	AL024497.2	0	0
AL024498.1	AL024498.1	AL024498.1	exact_symbol	resolved	AL024498.1	0	0
AL024498.2	AL024498.2	AL024498.2	exact_symbol	resolved	AL024498.2	0	0
AL024507.2	AL024507.2	AL024507.2	exact_symbol	resolved	AL024507.2	0	0
AL024508.1	AL024508.1	AL024508.1	exact_symbol	resolved	AL024508.1	0	0
AL024508.2	AL024508.2	AL024508.2	exact_symbol	resolved	AL024508.2	0	0
AL024509.1	AL024509.1	AL024509.1	exact_symbol	resolved	AL024509.1	1	1
AL024509.2	AL024509.2	AL024509.2	exact_symbol	resolved	AL024509.2	0	0
AL031005.1	AL031005.1	AL031005.1	exact_symbol	resolved	AL031005.1	0	0
AL031005.2	AL031005.2	AL031005.2	exact_symbol	resolved	AL031005.2	0	0
AL031008.1	AL031008.1	AL031008.1	exact_symbol	resolved	AL031008.1	0	0
AL031009.1	AL031009.1	AL031009.1	exact_symbol	resolved	AL031009.1	0	0
AL031055.1	AL031055.1	AL031055.1	exact_symbol	resolved	AL031055.1	0	0
AL031056.1	AL031056.1	AL031056.1	exact_symbol	resolved	AL031056.1	0	0
AL031056.2	AL031056.2	AL031056.2	exact_symbol	resolved	AL031056.2	0	0
AL031058.1	AL031058.1	AL031058.1	exact_symbol	resolved	AL031058.1	0	0
AL031073.2	AL031073.2	AL031073.2	exact_symbol	resolved	AL031073.2	0	0
AL031118.1	AL031118.1	AL031118.1	exact_symbol	resolved	AL031118.1	0	0
AL031121.2	AL031121.2	AL031121.2	exact_symbol	resolved	AL031121.2	0	0
AL031121.3	AL031121.3	AL031121.3	exact_symbol	resolved	AL031121.3	0	0
AL031123.1	AL031123.1	AL031123.1	exact_symbol	resolved	AL031123.1	0	0
AL031123.2	AL031123.2	AL031123.2	exact_symbol	resolved	AL031123.2	0	0
AL031123.4	AL031123.4	AL031123.4	exact_symbol	resolved	AL031123.4	0	0
AL031123.5	AL031123.5	AL031123.5	exact_symbol	resolved	AL031123.5	0	0
AL031133.1	AL031133.1	AL031133.1	exact_symbol	resolved	AL031133.1	0	0
AL031176.1	AL031176.1	AL031176.1	exact_symbol	resolved	AL031176.1	1	1
AL031186.1	AL031186.1	AL031186.1	exact_symbol	resolved	AL031186.1	0	0
AL031229.1	AL031229.1	AL031229.1	exact_symbol	resolved	AL031229.1	1	1
AL031259.1	AL031259.1	AL031259.1	exact_symbol	resolved	AL031259.1	0	0
AL031274.1	AL031274.1	AL031274.1	exact_symbol	resolved	AL031274.1	0	0
AL031275.1	AL031275.1	AL031275.1	exact_symbol	resolved	AL031275.1	0	0
AL031280.1	AL031280.1	AL031280.1	exact_symbol	resolved	AL031280.1	0	0
AL031281.2	AL031281.2	AL031281.2	exact_symbol	resolved	AL031281.2	0	0
AL031281.3	AL031281.3	AL031281.3	exact_symbol	resolved	AL031281.3	0	0
AL031282.1	AL031282.1	AL031282.1	exact_symbol	resolved	AL031282.1	0	0
AL031282.2	AL031282.2	AL031282.2	exact_symbol	resolved	AL031282.2	0	0
AL031283.1	AL031283.1	AL031283.1	exact_symbol	resolved	AL031283.1	0	0
AL031283.2	AL031283.2	AL031283.2	exact_symbol	resolved	AL031283.2	0	0
AL031283.3	AL031283.3	AL031283.3	exact_symbol	resolved	AL031283.3	0	0
AL031289.1	AL031289.1	AL031289.1	exact_symbol	resolved	AL031289.1	0	0
AL031289.2	AL031289.2	AL031289.2	exact_symbol	resolved	AL031289.2	0	0
AL031290.1	AL031290.1	AL031290.1	exact_symbol	resolved	AL031290.1	0	0
AL031291.1	AL031291.1	AL031291.1	exact_symbol	resolved	AL031291.1	0	0
AL031293.1	AL031293.1	AL031293.1	exact_symbol	resolved	AL031293.1	0	0
AL031316.1	AL031316.1	AL031316.1	exact_symbol	resolved	AL031316.1	0	0
AL031320.1	AL031320.1	AL031320.1	exact_symbol	resolved	AL031320.1	1	1
AL031320.2	AL031320.2	AL031320.2	exact_symbol	resolved	AL031320.2	0	0
AL031386.1	AL031386.1	AL031386.1	exact_symbol	resolved	AL031386.1	0	0
AL031428.1	AL031428.1	AL031428.1	exact_symbol	resolved	AL031428.1	0	0
AL031429.1	AL031429.1	AL031429.1	exact_symbol	resolved	AL031429.1	0	0
AL031429.2	AL031429.2	AL031429.2	exact_symbol	resolved	AL031429.2	0	0
AL031430.1	AL031430.1	AL031430.1	exact_symbol	resolved	AL031430.1	0	0
AL031432.1	AL031432.1	AL031432.1	exact_symbol	resolved	AL031432.1	0	0
AL031432.2	AL031432.2	AL031432.2	exact_symbol	resolved	AL031432.2	0	0
AL031432.3	AL031432.3	AL031432.3	exact_symbol	resolved	AL031432.3	0	0
AL031432.4	AL031432.4	AL031432.4	exact_symbol	resolved	AL031432.4	0	0
AL031432.5	AL031432.5	AL031432.5	exact_symbol	resolved	AL031432.5	0	0
AL031577.1	AL031577.1	AL031577.1	exact_symbol	resolved	AL031577.1	0	0
AL031584.2	AL031584.2	AL031584.2	exact_symbol	resolved	AL031584.2	0	0
AL031584.3	AL031584.3	AL031584.3	exact_symbol	resolved	AL031584.3	0	0
AL031587.1	AL031587.1	AL031587.1	exact_symbol	resolved	AL031587.1	1	1
AL031587.2	AL031587.2	AL031587.2	exact_symbol	resolved	AL031587.2	0	0
AL031587.3	AL031587.3	AL031587.3	exact_symbol	resolved	AL031587.3	0	0
AL031587.4	AL031587.4	AL031587.4	exact_symbol	resolved	AL031587.4	0	0
AL031587.5	AL031587.5	AL031587.5	exact_symbol	resolved	AL031587.5	0	0
AL031590.1	AL031590.1	AL031590.1	exact_symbol	resolved	AL031590.1	0	0
AL031593.1	AL031593.1	AL031593.1	exact_symbol	resolved	AL031593.1	0	0
AL031594.1	AL031594.1	AL031594.1	exact_symbol	resolved	AL031594.1	1	1
AL031595.2	AL031595.2	AL031595.2	exact_symbol	resolved	AL031595.2	0	0
AL031595.3	AL031595.3	AL031595.3	exact_symbol	resolved	AL031595.3	0	0
AL031598.1	AL031598.1	AL031598.1	exact_symbol	resolved	AL031598.1	0	0
AL031599.1	AL031599.1	AL031599.1	exact_symbol	resolved	AL031599.1	0	0
AL031600.1	AL031600.1	AL031600.1	exact_symbol	resolved	AL031600.1	0	0
AL031600.2	AL031600.2	AL031600.2	exact_symbol	resolved	AL031600.2	0	0
AL031600.3	AL031600.3	AL031600.3	exact_symbol	resolved	AL031600.3	0	0
AL031601.4	AL031601.4	AL031601.4	exact_symbol	resolved	AL031601.4	1	1
AL031601.5	AL031601.5	AL031601.5	exact_symbol	resolved	AL031601.5	1	1
AL031602.2	AL031602.2	AL031602.2	exact_symbol	resolved	AL031602.2	0	0
AL031651.1	AL031651.1	AL031651.1	exact_symbol	resolved	AL031651.1	0	0
AL031651.2	AL031651.2	AL031651.2	exact_symbol	resolved	AL031651.2	0	0
AL031653.1	AL031653.1	AL031653.1	exact_symbol	resolved	AL031653.1	1	1
AL031655.1	AL031655.1	AL031655.1	exact_symbol	resolved	AL031655.1	1	1
AL031656.1	AL031656.1	AL031656.1	exact_symbol	resolved	AL031656.1	0	0
AL031658.1	AL031658.1	AL031658.1	exact_symbol	resolved	AL031658.1	0	0
AL031658.2	AL031658.2	AL031658.2	exact_symbol	resolved	AL031658.2	0	0
AL031663.2	AL031663.2	AL031663.2	exact_symbol	resolved	AL031663.2	0	0
AL031663.3	AL031663.3	AL031663.3	exact_symbol	resolved	AL031663.3	0	0
AL031665.2	AL031665.2	AL031665.2	exact_symbol	resolved	AL031665.2	0	0
AL031666.1	AL031666.1	AL031666.1	exact_symbol	resolved	AL031666.1	0	0
AL031666.2	AL031666.2	AL031666.2	exact_symbol	resolved	AL031666.2	0	0
AL031666.3	AL031666.3	AL031666.3	exact_symbol	resolved	AL031666.3	0	0
AL031667.3	AL031667.3	AL031667.3	exact_symbol	resolved	AL031667.3	0	0
AL031668.1	AL031668.1	AL031668.1	exact_symbol	resolved	AL031668.1	0	0
AL031668.2	AL031668.2	AL031668.2	exact_symbol	resolved	AL031668.2	0	0
AL031670.1	AL031670.1	AL031670.1	exact_symbol	resolved	AL031670.1	0	0
AL031673.1	AL031673.1	AL031673.1	exact_symbol	resolved	AL031673.1	0	0
AL031674.1	AL031674.1	AL031674.1	exact_symbol	resolved	AL031674.1	0	0
AL031676.1	AL031676.1	AL031676.1	exact_symbol	resolved	AL031676.1	0	0
AL031681.1	AL031681.1	AL031681.1	exact_symbol	resolved	AL031681.1	1	1
AL031687.1	AL031687.1	AL031687.1	exact_symbol	resolved	AL031687.1	0	0
AL031705.1	AL031705.1	AL031705.1	exact_symbol	resolved	AL031705.1	0	0
AL031708.1	AL031708.1	AL031708.1	exact_symbol	resolved	AL031708.1	0	0
AL031709.1	AL031709.1	AL031709.1	exact_symbol	resolved	AL031709.1	0	0
AL031710.1	AL031710.1	AL031710.1	exact_symbol	resolved	AL031710.1	0	0
AL031710.2	AL031710.2	AL031710.2	exact_symbol	resolved	AL031710.2	0	0
AL031714.1	AL031714.1	AL031714.1	exact_symbol	resolved	AL031714.1	0	0
AL031716.1	AL031716.1	AL031716.1	exact_symbol	resolved	AL031716.1	0	0
AL031717.1	AL031717.1	AL031717.1	exact_symbol	resolved	AL031717.1	0	0
AL031721.1	AL031721.1	AL031721.1	exact_symbol	resolved	AL031721.1	1	1
AL031722.1	AL031722.1	AL031722.1	exact_symbol	resolved	AL031722.1	0	0
AL031726.1	AL031726.1	AL031726.1	exact_symbol	resolved	AL031726.1	0	0
AL031726.2	AL031726.2	AL031726.2	exact_symbol	resolved	AL031726.2	0	0
AL031727.1	AL031727.1	AL031727.1	exact_symbol	resolved	AL031727.1	0	0
AL031727.2	AL031727.2	AL031727.2	exact_symbol	resolved	AL031727.2	0	0
AL031728.1	AL031728.1	AL031728.1	exact_symbol	resolved	AL031728.1	0	0
AL031729.1	AL031729.1	AL031729.1	exact_symbol	resolved	AL031729.1	0	0
AL031731.1	AL031731.1	AL031731.1	exact_symbol	resolved	AL031731.1	0	0
AL031733.1	AL031733.1	AL031733.1	exact_symbol	resolved	AL031733.1	0	0
AL031733.2	AL031733.2	AL031733.2	exact_symbol	resolved	AL031733.2	0	0
AL031767.1	AL031767.1	AL031767.1	exact_symbol	resolved	AL031767.1	0	0
AL031767.2	AL031767.2	AL031767.2	exact_symbol	resolved	AL031767.2	0	0
AL031768.1	AL031768.1	AL031768.1	exact_symbol	resolved	AL031768.1	1	1
AL031768.2	AL031768.2	AL031768.2	exact_symbol	resolved	AL031768.2	0	0
AL031770.1	AL031770.1	AL031770.1	exact_symbol	resolved	AL031770.1	0	0
AL031772.1	AL031772.1	AL031772.1	exact_symbol	resolved	AL031772.1	0	0
AL031773.1	AL031773.1	AL031773.1	exact_symbol	resolved	AL031773.1	0	0
AL031775.1	AL031775.1	AL031775.1	exact_symbol	resolved	AL031775.1	0	0
AL031775.2	AL031775.2	AL031775.2	exact_symbol	resolved	AL031775.2	0	0
AL031777.1	AL031777.1	AL031777.1	exact_symbol	resolved	AL031777.1	1	1
AL031777.2	AL031777.2	AL031777.2	exact_symbol	resolved	AL031777.2	1	1
AL031777.3	AL031777.3	AL031777.3	exact_symbol	resolved	AL031777.3	0	0
AL031778.1	AL031778.1	AL031778.1	exact_symbol	resolved	AL031778.1	0	0
AL031779.1	AL031779.1	AL031779.1	exact_symbol	resolved	AL031779.1	0	0
AL031846.1	AL031846.1	AL031846.1	exact_symbol	resolved	AL031846.1	0	0
AL031846.2	AL031846.2	AL031846.2	exact_symbol	resolved	AL031846.2	0	0
AL031847.1	AL031847.1	AL031847.1	exact_symbol	resolved	AL031847.1	0	0
AL031848.1	AL031848.1	AL031848.1	exact_symbol	resolved	AL031848.1	0	0
AL031848.2	AL031848.2	AL031848.2	exact_symbol	resolved	AL031848.2	0	0
AL031864.2	AL031864.2	AL031864.2	exact_symbol	resolved	AL031864.2	0	0
AL031905.1	AL031905.1	AL031905.1	exact_symbol	resolved	AL031905.1	1	1
AL031963.1	AL031963.1	AL031963.1	exact_symbol	resolved	AL031963.1	0	0
AL031963.2	AL031963.2	AL031963.2	exact_symbol	resolved	AL031963.2	0	0
AL031963.3	AL031963.3	AL031963.3	exact_symbol	resolved	AL031963.3	0	0
AL031985.1	AL031985.1	AL031985.1	exact_symbol	resolved	AL031985.1	0	0
AL031985.2	AL031985.2	AL031985.2	exact_symbol	resolved	AL031985.2	0	0
AL031985.3	AL031985.3	AL031985.3	exact_symbol	resolved	AL031985.3	0	0
AL031985.4	AL031985.4	AL031985.4	exact_symbol	resolved	AL031985.4	0	0
AL032819.1	AL032819.1	AL032819.1	exact_symbol	resolved	AL032819.1	0	0
AL032819.3	AL032819.3	AL032819.3	exact_symbol	resolved	AL032819.3	0	0
AL032821.1	AL032821.1	AL032821.1	exact_symbol	resolved	AL032821.1	0	0
