input_id	normalized_id	resolved_symbol	mapping_source	mapping_status	candidates	n_objects	n_cohorts
AC002365.5	AC002365.5	AC002365.5	exact_symbol	resolved	AC002365.5	1	1
AC002366.1	AC002366.1	AC002366.1	exact_symbol	resolved	AC002366.1	1	1
AC002366.3	AC002366.3	AC002366.3	exact_symbol	resolved	AC002366.3	1	1
AC002367.1	AC002367.1	AC002367.1	exact_symbol	resolved	AC002367.1	0	0
AC002368.1	AC002368.1	AC002368.1	exact_symbol	resolved	AC002368.1	0	0
AC002368.4	AC002368.4	AC002368.4	exact_symbol	resolved	AC002368.4	1	1
AC002375.1	AC002375.1	AC002375.1	exact_symbol	resolved	AC002375.1	0	0
AC002377.1	AC002377.1	AC002377.1	exact_symbol	resolved	AC002377.1	0	0
AC002378.1	AC002378.1	AC002378.1	exact_symbol	resolved	AC002378.1	0	0
AC002383.1	AC002383.1	AC002383.1	exact_symbol	resolved	AC002383.1	0	0
AC002383.2	AC002383.2	AC002383.2	exact_symbol	resolved	AC002383.2	1	1
AC002384.1	AC002384.1	AC002384.1	exact_symbol	resolved	AC002384.1	0	0
AC002386.1	AC002386.1	AC002386.1	exact_symbol	resolved	AC002386.1	1	1
AC002389.1	AC002389.1	AC002389.1	exact_symbol	resolved	AC002389.1	1	1
AC002395.1	AC002395.1	AC002395.1	exact_symbol	resolved	AC002395.1	1	1
AC002398.1	AC002398.1	AC002398.1	exact_symbol	resolved	AC002398.1	0	0
AC002398.11	AC002398.11	AC002398.11	exact_symbol	resolved	AC002398.11	1	1
AC002398.12	AC002398.12	AC002398.12	exact_symbol	resolved	AC002398.12	1	1
AC002398.13	AC002398.13	AC002398.13	exact_symbol	resolved	AC002398.13	1	1
AC002398.2	AC002398.2	AC002398.2	exact_symbol	resolved	AC002398.2	0	0
AC002398.9	AC002398.9	AC002398.9	exact_symbol	resolved	AC002398.9	1	1
AC002400.1	AC002400.1	AC002400.1	exact_symbol	resolved	AC002400.1	1	1
AC002401.1	AC002401.1	AC002401.1	exact_symbol	resolved	AC002401.1	1	1
AC002401.2	AC002401.2	AC002401.2	exact_symbol	resolved	AC002401.2	0	0
AC002401.3	AC002401.3	AC002401.3	exact_symbol	resolved	AC002401.3	0	0
AC002401.4	AC002401.4	AC002401.4	exact_symbol	resolved	AC002401.4	0	0
AC002407.1	AC002407.1	AC002407.1	exact_symbol	resolved	AC002407.1	1	1
AC002428.1	AC002428.1	AC002428.1	exact_symbol	resolved	AC002428.1	0	0
AC002428.2	AC002428.2	AC002428.2	exact_symbol	resolved	AC002428.2	0	0
AC002429.1	AC002429.1	AC002429.1	exact_symbol	resolved	AC002429.1	1	1
AC002429.2	AC002429.2	AC002429.2	exact_symbol	resolved	AC002429.2	0	0
AC002429.4	AC002429.4	AC002429.4	exact_symbol	resolved	AC002429.4	1	1
AC002429.5	AC002429.5	AC002429.5	exact_symbol	resolved	AC002429.5	1	1
AC002451.1	AC002451.1	AC002451.1	exact_symbol	resolved	AC002451.1	0	0
AC002451.3	AC002451.3	AC002451.3	exact_symbol	resolved	AC002451.3	1	1
AC002454.1	AC002454.1	AC002454.1	exact_symbol	resolved	AC002454.1	1	1
AC002456.1	AC002456.1	AC002456.1	exact_symbol	resolved	AC002456.1	0	0
AC002456.2	AC002456.2	AC002456.2	exact_symbol	resolved	AC002456.2	1	1
AC002458.1	AC002458.1	AC002458.1	exact_symbol	resolved	AC002458.1	0	0
AC002460.1	AC002460.1	AC002460.1	exact_symbol	resolved	AC002460.1	0	0
AC002460.2	AC002460.2	AC002460.2	exact_symbol	resolved	AC002460.2	0	0
AC002463.1	AC002463.1	AC002463.1	exact_symbol	resolved	AC002463.1	0	0
AC002463.3	AC002463.3	AC002463.3	exact_symbol	resolved	AC002463.3	1	1
AC002464.1	AC002464.1	AC002464.1	exact_symbol	resolved	AC002464.1	1	1
AC002465.1	AC002465.1	AC002465.1	exact_symbol	resolved	AC002465.1	0	0
AC002465.2	AC002465.2	AC002465.2	exact_symbol	resolved	AC002465.2	1	1
AC002467.1	AC002467.1	AC002467.1	exact_symbol	resolved	AC002467.1	0	0
AC002467.7	AC002467.7	AC002467.7	exact_symbol	resolved	AC002467.7	1	1
AC002470.1	AC002470.1	AC002470.1	exact_symbol	resolved	AC002470.1	0	0
AC002472.1	AC002472.1	AC002472.1	exact_symbol	resolved	AC002472.1	0	0
AC002472.11	AC002472.11	AC002472.11	exact_symbol	resolved	AC002472.11	1	1
AC002480.1	AC002480.1	AC002480.1	exact_symbol	resolved	AC002480.1	0	0
AC002480.2	AC002480.2	AC002480.2	exact_symbol	resolved	AC002480.2	1	1
AC002480.3	AC002480.3	AC002480.3	exact_symbol	resolved	AC002480.3	1	1
AC002480.4	AC002480.4	AC002480.4	exact_symbol	resolved	AC002480.4	1	1
AC002480.5	AC002480.5	AC002480.5	exact_symbol	resolved	AC002480.5	1	1
AC002486.2	AC002486.2	AC002486.2	exact_symbol	resolved	AC002486.2	1	1
AC002486.3	AC002486.3	AC002486.3	exact_symbol	resolved	AC002486.3	1	1
AC002511.1	AC002511.1	AC002511.1	exact_symbol	resolved	AC002511.1	0	0
AC002511.2	AC002511.2	AC002511.2	exact_symbol	resolved	AC002511.2	1	1
AC002511.3	AC002511.3	AC002511.3	exact_symbol	resolved	AC002511.3	1	1
AC002519.1	AC002519.1	AC002519.1	exact_symbol	resolved	AC002519.1	0	0
AC002519.6	AC002519.6	AC002519.6	exact_symbol	resolved	AC002519.6	1	1
AC002519.8	AC002519.8	AC002519.8	exact_symbol	resolved	AC002519.8	1	1
AC002523.1	AC002523.1	AC002523.1	exact_symbol	resolved	AC002523.1	1	1
AC002529.1	AC002529.1	AC002529.1	exact_symbol	resolved	AC002529.1	0	0
AC002530.1	AC002530.1	AC002530.1	exact_symbol	resolved	AC002530.1	1	1
AC002539.1	AC002539.1	AC002539.1	exact_symbol	resolved	AC002539.1	1	1
AC002539.2	AC002539.2	AC002539.2	exact_symbol	resolved	AC002539.2	1	1
AC002542.2	AC002542.2	AC002542.2	exact_symbol	resolved	AC002542.2	1	1
AC002542.6	AC002542.6	AC002542.6	exact_symbol	resolved	AC002542.6	0	0
AC002543.1	AC002543.1	AC002543.1	exact_symbol	resolved	AC002543.1	0	0
AC002543.2	AC002543.2	AC002543.2	exact_symbol	resolved	AC002543.2	1	1
AC002546.1	AC002546.1	AC002546.1	exact_symbol	resolved	AC002546.1	0	0
AC002550.1	AC002550.1	AC002550.1	exact_symbol	resolved	AC002550.1	0	0
AC002550.2	AC002550.2	AC002550.2	exact_symbol	resolved	AC002550.2	0	0
AC002550.5	AC002550.5	AC002550.5	exact_symbol	resolved	AC002550.5	1	1
AC002550.6	AC002550.6	AC002550.6	exact_symbol	resolved	AC002550.6	1	1
AC002551.1	AC002551.1	AC002551.1	exact_symbol	resolved	AC002551.1	1	1
AC002553.1	AC002553.1	AC002553.1	exact_symbol	resolved	AC002553.1	0	0
AC002553.2	AC002553.2	AC002553.2	exact_symbol	resolved	AC002553.2	0	0
AC002553.4	AC002553.4	AC002553.4	exact_symbol	resolved	AC002553.4	1	1
AC002558.1	AC002558.1	AC002558.1	exact_symbol	resolved	AC002558.1	1	1
AC002558.2	AC002558.2	AC002558.2	exact_symbol	resolved	AC002558.2	0	0
AC002558.3	AC002558.3	AC002558.3	exact_symbol	resolved	AC002558.3	0	0
AC002563.1	AC002563.1	AC002563.1	exact_symbol	resolved	AC002563.1	0	0
AC002978.1	AC002978.1	AC002978.1	exact_symbol	resolved	AC002978.1	1	1
AC002979.1	AC002979.1	AC002979.1	exact_symbol	resolved	AC002979.1	1	1
AC002981.1	AC002981.1	AC002981.1	exact_symbol	resolved	AC002981.1	1	1
AC002984.2	AC002984.2	AC002984.2	exact_symbol	resolved	AC002984.2	1	1
AC002985.1	AC002985.1	AC002985.1	exact_symbol	resolved	AC002985.1	0	0
AC002985.3	AC002985.3	AC002985.3	exact_symbol	resolved	AC002985.3	1	1
AC002996.1	AC002996.1	AC002996.1	exact_symbol	resolved	AC002996.1	0	0
AC003001.1	AC003001.1	AC003001.1	exact_symbol	resolved	AC003001.1	1	1
AC003002.1	AC003002.1	AC003002.1	exact_symbol	resolved	AC003002.1	0	0
AC003002.2	AC003002.2	AC003002.2	exact_symbol	resolved	AC003002.2	0	0
AC003002.3	AC003002.3	AC003002.3	exact_symbol	resolved	AC003002.3	0	0
AC003002.4	AC003002.4	AC003002.4	exact_symbol	resolved	AC003002.4	1	1
AC003002.6	AC003002.6	AC003002.6	exact_symbol	resolved	AC003002.6	1	1
AC003003.5	AC003003.5	AC003003.5	exact_symbol	resolved	AC003003.5	1	1
AC003005.1	AC003005.1	AC003005.1	exact_symbol	resolved	AC003005.1	0	0
AC003005.2	AC003005.2	AC003005.2	exact_symbol	resolved	AC003005.2	1	1
AC003005.4	AC003005.4	AC003005.4	exact_symbol	resolved	AC003005.4	1	1
AC003006.1	AC003006.1	AC003006.1	exact_symbol	resolved	AC003006.1	1	1
AC003006.7	AC003006.7	AC003006.7	exact_symbol	resolved	AC003006.7	1	1
AC003009.1	AC003009.1	AC003009.1	exact_symbol	resolved	AC003009.1	1	1
AC003035.1	AC003035.1	AC003035.1	exact_symbol	resolved	AC003035.1	0	0
AC003035.2	AC003035.2	AC003035.2	exact_symbol	resolved	AC003035.2	0	0
AC003043.1	AC003043.1	AC003043.1	exact_symbol	resolved	AC003043.1	0	0
AC003043.2	AC003043.2	AC003043.2	exact_symbol	resolved	AC003043.2	0	0
AC003044.1	AC003044.1	AC003044.1	exact_symbol	resolved	AC003044.1	0	0
AC003045.1	AC003045.1	AC003045.1	exact_symbol	resolved	AC003045.1	1	1
AC003070.1	AC003070.1	AC003070.1	exact_symbol	resolved	AC003070.1	0	0
AC003070.2	AC003070.2	AC003070.2	exact_symbol	resolved	AC003070.2	0	0
AC003071.1	AC003071.1	AC003071.1	exact_symbol	resolved	AC003071.1	0	0
AC003072.1	AC003072.1	AC003072.1	exact_symbol	resolved	AC003072.1	0	0
AC003075.4	AC003075.4	AC003075.4	exact_symbol	resolved	AC003075.4	1	1
AC003077.1	AC003077.1	AC003077.1	exact_symbol	resolved	AC003077.1	0	0
AC003080.4	AC003080.4	AC003080.4	exact_symbol	resolved	AC003080.4	1	1
AC003084.1	AC003084.1	AC003084.1	exact_symbol	resolved	AC003084.1	0	0
AC003084.2	AC003084.2	AC003084.2	exact_symbol	resolved	AC003084.2	1	1
AC003086.1	AC003086.1	AC003086.1	exact_symbol	resolved	AC003086.1	0	0
AC003087.1	AC003087.1	AC003087.1	exact_symbol	resolved	AC003087.1	0	0
AC003088.1	AC003088.1	AC003088.1	exact_symbol	resolved	AC003088.1	1	1
AC003090.1	AC003090.1	AC003090.1	exact_symbol	resolved	AC003090.1	1	1
AC003092.1	AC003092.1	AC003092.1	exact_symbol	resolved	AC003092.1	1	1
AC003092.2	AC003092.2	AC003092.2	exact_symbol	resolved	AC003092.2	1	1
AC003093.1	AC003093.1	AC003093.1	exact_symbol	resolved	AC003093.1	0	0
AC003098.1	AC003098.1	AC003098.1	exact_symbol	resolved	AC003098.1	0	0
AC003101.1	AC003101.1	AC003101.1	exact_symbol	resolved	AC003101.1	1	1
AC003101.2	AC003101.2	AC003101.2	exact_symbol	resolved	AC003101.2	0	0
AC003102.1	AC003102.1	AC003102.1	exact_symbol	resolved	AC003102.1	0	0
AC003104.1	AC003104.1	AC003104.1	exact_symbol	resolved	AC003104.1	1	1
AC003658.1	AC003658.1	AC003658.1	exact_symbol	resolved	AC003658.1	1	1
AC003659.1	AC003659.1	AC003659.1	exact_symbol	resolved	AC003659.1	0	0
AC003664.1	AC003664.1	AC003664.1	exact_symbol	resolved	AC003664.1	1	1
AC003666.1	AC003666.1	AC003666.1	exact_symbol	resolved	AC003666.1	1	1
AC003681.1	AC003681.1	AC003681.1	exact_symbol	resolved	AC003681.1	1	1
AC003682.1	AC003682.1	AC003682.1	exact_symbol	resolved	AC003682.1	0	0
AC003682.16	AC003682.16	AC003682.16	exact_symbol	resolved	AC003682.16	1	1
AC003682.17	AC003682.17	AC003682.17	exact_symbol	resolved	AC003682.17	1	1
AC003684.1	AC003684.1	AC003684.1	exact_symbol	resolved	AC003684.1	0	0
AC003685.1	AC003685.1	AC003685.1	exact_symbol	resolved	AC003685.1	0	0
AC003687.1	AC003687.1	AC003687.1	exact_symbol	resolved	AC003687.1	0	0
AC003688.1	AC003688.1	AC003688.1	exact_symbol	resolved	AC003688.1	1	1
AC003688.2	AC003688.2	AC003688.2	exact_symbol	resolved	AC003688.2	0	0
AC003950.1	AC003950.1	AC003950.1	exact_symbol	resolved	AC003950.1	0	0
AC003956.1	AC003956.1	AC003956.1	exact_symbol	resolved	AC003956.1	1	1
AC003958.2	AC003958.2	AC003958.2	exact_symbol	resolved	AC003958.2	1	1
AC003958.6	AC003958.6	AC003958.6	exact_symbol	resolved	AC003958.6	1	1
AC003965.1	AC003965.1	AC003965.1	exact_symbol	resolved	AC003965.1	0	0
AC003965.2	AC003965.2	AC003965.2	exact_symbol	resolved	AC003965.2	0	0
AC003968.1	AC003968.1	AC003968.1	exact_symbol	resolved	AC003968.1	1	1
AC003973.1	AC003973.1	AC003973.1	exact_symbol	resolved	AC003973.1	1	1
AC003973.1.1	AC003973.1.1	AC003973.1.1	exact_symbol	resolved	AC003973.1.1	0	0
AC003973.2	AC003973.2	AC003973.2	exact_symbol	resolved	AC003973.2	0	0
AC003973.3	AC003973.3	AC003973.3	exact_symbol	resolved	AC003973.3	1	1
AC003973.4	AC003973.4	AC003973.4	exact_symbol	resolved	AC003973.4	1	1
AC003973.5	AC003973.5	AC003973.5	exact_symbol	resolved	AC003973.5	1	1
AC003975.1	AC003975.1	AC003975.1	exact_symbol	resolved	AC003975.1	0	0
AC003982.1	AC003982.1	AC003982.1	exact_symbol	resolved	AC003982.1	0	0
AC003984.1	AC003984.1	AC003984.1	exact_symbol	resolved	AC003984.1	1	1
AC003985.1	AC003985.1	AC003985.1	exact_symbol	resolved	AC003985.1	1	1
AC003985.2	AC003985.2	AC003985.2	exact_symbol	resolved	AC003985.2	0	0
AC003986.1	AC003986.1	AC003986.1	exact_symbol	resolved	AC003986.1	0	0
AC003986.2	AC003986.2	AC003986.2	exact_symbol	resolved	AC003986.2	0	0
AC003986.3	AC003986.3	AC003986.3	exact_symbol	resolved	AC003986.3	0	0
AC003986.5	AC003986.5	AC003986.5	exact_symbol	resolved	AC003986.5	1	1
AC003986.6	AC003986.6	AC003986.6	exact_symbol	resolved	AC003986.6	1	1
AC003986.7	AC003986.7	AC003986.7	exact_symbol	resolved	AC003986.7	1	1
AC003988.1	AC003988.1	AC003988.1	exact_symbol	resolved	AC003988.1	1	1
AC003989.3	AC003989.3	AC003989.3	exact_symbol	resolved	AC003989.3	1	1
AC003989.4	AC003989.4	AC003989.4	exact_symbol	resolved	AC003989.4	1	1
AC003991.1	AC003991.1	AC003991.1	exact_symbol	resolved	AC003991.1	0	0
AC003991.2	AC003991.2	AC003991.2	exact_symbol	resolved	AC003991.2	0	0
AC003991.3	AC003991.3	AC003991.3	exact_symbol	resolved	AC003991.3	1	1
AC003992.1	AC003992.1	AC003992.1	exact_symbol	resolved	AC003992.1	0	0
AC004000.1	AC004000.1	AC004000.1	exact_symbol	resolved	AC004000.1	1	1
AC004000.2	AC004000.2	AC004000.2	exact_symbol	resolved	AC004000.2	1	1
AC004004.2	AC004004.2	AC004004.2	exact_symbol	resolved	AC004004.2	1	1
AC004006.2	AC004006.2	AC004006.2	exact_symbol	resolved	AC004006.2	1	1
AC004009.1	AC004009.1	AC004009.1	exact_symbol	resolved	AC004009.1	1	1
AC004009.2	AC004009.2	AC004009.2	exact_symbol	resolved	AC004009.2	1	1
AC004009.3	AC004009.3	AC004009.3	exact_symbol	resolved	AC004009.3	1	1
AC004012.1	AC004012.1	AC004012.1	exact_symbol	resolved	AC004012.1	1	1
AC004014.1	AC004014.1	AC004014.1	exact_symbol	resolved	AC004014.1	0	0
AC004014.2	AC004014.2	AC004014.2	exact_symbol	resolved	AC004014.2	0	0
AC004014.3	AC004014.3	AC004014.3	exact_symbol	resolved	AC004014.3	1	1
AC004014.4	AC004014.4	AC004014.4	exact_symbol	resolved	AC004014.4	1	1
AC004016.1	AC004016.1	AC004016.1	exact_symbol	resolved	AC004016.1	1	1
AC004019.10	AC004019.10	AC004019.10	exact_symbol	resolved	AC004019.10	1	1
AC004019.13	AC004019.13	AC004019.13	exact_symbol	resolved	AC004019.13	1	1
AC004022.7	AC004022.7	AC004022.7	exact_symbol	resolved	AC004022.7	1	1
AC004022.8	AC004022.8	AC004022.8	exact_symbol	resolved	AC004022.8	1	1
AC004023.1	AC004023.1	AC004023.1	exact_symbol	resolved	AC004023.1	0	0
AC004024.1	AC004024.1	AC004024.1	exact_symbol	resolved	AC004024.1	0	0
AC004034.1	AC004034.1	AC004034.1	exact_symbol	resolved	AC004034.1	0	0
AC004039.1	AC004039.1	AC004039.1	exact_symbol	resolved	AC004039.1	0	0
AC004041.2	AC004041.2	AC004041.2	exact_symbol	resolved	AC004041.2	1	1
AC004047.1	AC004047.1	AC004047.1	exact_symbol	resolved	AC004047.1	0	0
AC004051.2	AC004051.2	AC004051.2	exact_symbol	resolved	AC004051.2	1	1
AC004052.1	AC004052.1	AC004052.1	exact_symbol	resolved	AC004052.1	1	1
AC004053.1	AC004053.1	AC004053.1	exact_symbol	resolved	AC004053.1	1	1
AC004053.2	AC004053.2	AC004053.2	exact_symbol	resolved	AC004053.2	1	1
AC004054.1	AC004054.1	AC004054.1	exact_symbol	resolved	AC004054.1	1	1
AC004057.1	AC004057.1	AC004057.1	exact_symbol	resolved	AC004057.1	1	1
AC004062.2	AC004062.2	AC004062.2	exact_symbol	resolved	AC004062.2	1	1
AC004063.1	AC004063.1	AC004063.1	exact_symbol	resolved	AC004063.1	1	1
AC004066.2	AC004066.2	AC004066.2	exact_symbol	resolved	AC004066.2	1	1
AC004066.3	AC004066.3	AC004066.3	exact_symbol	resolved	AC004066.3	1	1
AC004067.1	AC004067.1	AC004067.1	exact_symbol	resolved	AC004067.1	0	0
AC004067.5	AC004067.5	AC004067.5	exact_symbol	resolved	AC004067.5	1	1
AC004069.1	AC004069.1	AC004069.1	exact_symbol	resolved	AC004069.1	1	1
AC004069.2	AC004069.2	AC004069.2	exact_symbol	resolved	AC004069.2	1	1
AC004070.1	AC004070.1	AC004070.1	exact_symbol	resolved	AC004070.1	1	1
AC004074.4	AC004074.4	AC004074.4	exact_symbol	resolved	AC004074.4	1	1
AC004076.1	AC004076.1	AC004076.1	exact_symbol	resolved	AC004076.1	0	0
AC004076.2	AC004076.2	AC004076.2	exact_symbol	resolved	AC004076.2	0	0
AC004076.5	AC004076.5	AC004076.5	exact_symbol	resolved	AC004076.5	1	1
AC004076.7	AC004076.7	AC004076.7	exact_symbol	resolved	AC004076.7	1	1
AC004076.9	AC004076.9	AC004076.9	exact_symbol	resolved	AC004076.9	1	1
AC004079.1	AC004079.1	AC004079.1	exact_symbol	resolved	AC004079.1	1	1
AC004080.1	AC004080.1	AC004080.1	exact_symbol	resolved	AC004080.1	0	0
AC004080.17	AC004080.17	AC004080.17	exact_symbol	resolved	AC004080.17	0	0
AC004080.2	AC004080.2	AC004080.2	exact_symbol	resolved	AC004080.2	0	0
AC004080.3	AC004080.3	AC004080.3	exact_symbol	resolved	AC004080.3	0	0
AC004080.4	AC004080.4	AC004080.4	exact_symbol	resolved	AC004080.4	0	0
AC004083.1	AC004083.1	AC004083.1	exact_symbol	resolved	AC004083.1	0	0
AC004108.1	AC004108.1	AC004108.1	exact_symbol	resolved	AC004108.1	1	1
AC004112.1	AC004112.1	AC004112.1	exact_symbol	resolved	AC004112.1	0	0
AC004112.4	AC004112.4	AC004112.4	exact_symbol	resolved	AC004112.4	1	1
AC004112.5	AC004112.5	AC004112.5	exact_symbol	resolved	AC004112.5	1	1
AC004112.7	AC004112.7	AC004112.7	exact_symbol	resolved	AC004112.7	1	1
AC004125.3	AC004125.3	AC004125.3	exact_symbol	resolved	AC004125.3	1	1
AC004129.3	AC004129.3	AC004129.3	exact_symbol	resolved	AC004129.3	0	0
AC004129.7	AC004129.7	AC004129.7	exact_symbol	resolved	AC004129.7	1	1
AC004129.9	AC004129.9	AC004129.9	exact_symbol	resolved	AC004129.9	1	1
AC004130.1	AC004130.1	AC004130.1	exact_symbol	resolved	AC004130.1	0	0
AC004130.2	AC004130.2	AC004130.2	exact_symbol	resolved	AC004130.2	0	0
AC004147.1	AC004147.1	AC004147.1	exact_symbol	resolved	AC004147.1	0	0
AC004147.2	AC004147.2	AC004147.2	exact_symbol	resolved	AC004147.2	0	0
AC004147.3	AC004147.3	AC004147.3	exact_symbol	resolved	AC004147.3	0	0
AC004147.5	AC004147.5	AC004147.5	exact_symbol	resolved	AC004147.5	0	0
AC004148.1	AC004148.1	AC004148.1	exact_symbol	resolved	AC004148.1	0	0
AC004148.2	AC004148.2	AC004148.2	exact_symbol	resolved	AC004148.2	0	0
AC004149.1	AC004149.1	AC004149.1	exact_symbol	resolved	AC004149.1	0	0
AC004156.1	AC004156.1	AC004156.1	exact_symbol	resolved	AC004156.1	0	0
AC004156.3	AC004156.3	AC004156.3	exact_symbol	resolved	AC004156.3	1	1
AC004158.1	AC004158.1	AC004158.1	exact_symbol	resolved	AC004158.1	1	1
AC004158.1.1	AC004158.1.1	AC004158.1.1	exact_symbol	resolved	AC004158.1.1	0	0
AC004158.3	AC004158.3	AC004158.3	exact_symbol	resolved	AC004158.3	1	1
AC004159.1	AC004159.1	AC004159.1	exact_symbol	resolved	AC004159.1	1	1
AC004160.1	AC004160.1	AC004160.1	exact_symbol	resolved	AC004160.1	0	0
AC004160.2	AC004160.2	AC004160.2	exact_symbol	resolved	AC004160.2	0	0
AC004160.4	AC004160.4	AC004160.4	exact_symbol	resolved	AC004160.4	1	1
AC004166.6	AC004166.6	AC004166.6	exact_symbol	resolved	AC004166.6	1	1
AC004217.1	AC004217.1	AC004217.1	exact_symbol	resolved	AC004217.1	0	0
AC004217.2	AC004217.2	AC004217.2	exact_symbol	resolved	AC004217.2	0	0
AC004221.1	AC004221.1	AC004221.1	exact_symbol	resolved	AC004221.1	0	0
AC004221.2	AC004221.2	AC004221.2	exact_symbol	resolved	AC004221.2	1	1
AC004223.1	AC004223.1	AC004223.1	exact_symbol	resolved	AC004223.1	0	0
AC004223.2	AC004223.2	AC004223.2	exact_symbol	resolved	AC004223.2	0	0
AC004223.3	AC004223.3	AC004223.3	exact_symbol	resolved	AC004223.3	0	0
AC004223.4	AC004223.4	AC004223.4	exact_symbol	resolved	AC004223.4	0	0
AC004231.1	AC004231.1	AC004231.1	exact_symbol	resolved	AC004231.1	0	0
AC004231.2	AC004231.2	AC004231.2	exact_symbol	resolved	AC004231.2	1	1
AC004231.3	AC004231.3	AC004231.3	exact_symbol	resolved	AC004231.3	0	0
AC004232.1	AC004232.1	AC004232.1	exact_symbol	resolved	AC004232.1	0	0
AC004232.2	AC004232.2	AC004232.2	exact_symbol	resolved	AC004232.2	0	0
AC004233.1	AC004233.1	AC004233.1	exact_symbol	resolved	AC004233.1	0	0
AC004233.2	AC004233.2	AC004233.2	exact_symbol	resolved	AC004233.2	0	0
AC004233.2.1	AC004233.2.1	AC004233.2.1	exact_symbol	resolved	AC004233.2.1	0	0
AC004233.3	AC004233.3	AC004233.3	exact_symbol	resolved	AC004233.3	0	0
AC004233.4	AC004233.4	AC004233.4	exact_symbol	resolved	AC004233.4	0	0
AC004237.1	AC004237.1	AC004237.1	exact_symbol	resolved	AC004237.1	1	1
AC004241.1	AC004241.1	AC004241.1	exact_symbol	resolved	AC004241.1	0	0
AC004241.2	AC004241.2	AC004241.2	exact_symbol	resolved	AC004241.2	0	0
AC004241.3	AC004241.3	AC004241.3	exact_symbol	resolved	AC004241.3	0	0
AC004241.4	AC004241.4	AC004241.4	exact_symbol	resolved	AC004241.4	0	0
AC004253.1	AC004253.1	AC004253.1	exact_symbol	resolved	AC004253.1	0	0
AC004253.2	AC004253.2	AC004253.2	exact_symbol	resolved	AC004253.2	0	0
AC004257.1	AC004257.1	AC004257.1	exact_symbol	resolved	AC004257.1	1	1
AC004263.1	AC004263.1	AC004263.1	exact_symbol	resolved	AC004263.1	0	0
AC004263.2	AC004263.2	AC004263.2	exact_symbol	resolved	AC004263.2	0	0
AC004264.1	AC004264.1	AC004264.1	exact_symbol	resolved	AC004264.1	0	0
AC004381.1	AC004381.1	AC004381.1	exact_symbol	resolved	AC004381.1	0	0
AC004381.2	AC004381.2	AC004381.2	exact_symbol	resolved	AC004381.2	0	0
AC004381.3	AC004381.3	AC004381.3	exact_symbol	resolved	AC004381.3	0	0
AC004381.6	AC004381.6	AC004381.6	exact_symbol	resolved	AC004381.6	1	1
AC004381.7	AC004381.7	AC004381.7	exact_symbol	resolved	AC004381.7	1	1
AC004383.3	AC004383.3	AC004383.3	exact_symbol	resolved	AC004383.3	1	1
AC004386.1	AC004386.1	AC004386.1	exact_symbol	resolved	AC004386.1	0	0
AC004386.3	AC004386.3	AC004386.3	exact_symbol	resolved	AC004386.3	1	1
AC004386.4	AC004386.4	AC004386.4	exact_symbol	resolved	AC004386.4	1	1
AC004408.1	AC004408.1	AC004408.1	exact_symbol	resolved	AC004408.1	0	0
AC004415.1	AC004415.1	AC004415.1	exact_symbol	resolved	AC004415.1	0	0
AC004447.2	AC004447.2	AC004447.2	exact_symbol	resolved	AC004447.2	1	1
AC004448.1	AC004448.1	AC004448.1	exact_symbol	resolved	AC004448.1	0	0
AC004448.2	AC004448.2	AC004448.2	exact_symbol	resolved	AC004448.2	1	1
AC004448.3	AC004448.3	AC004448.3	exact_symbol	resolved	AC004448.3	0	0
AC004448.5	AC004448.5	AC004448.5	exact_symbol	resolved	AC004448.5	1	1
AC004449.1	AC004449.1	AC004449.1	exact_symbol	resolved	AC004449.1	0	0
AC004449.6	AC004449.6	AC004449.6	exact_symbol	resolved	AC004449.6	1	1
AC004453.1	AC004453.1	AC004453.1	exact_symbol	resolved	AC004453.1	1	1
AC004453.8	AC004453.8	AC004453.8	exact_symbol	resolved	AC004453.8	1	1
AC004458.1	AC004458.1	AC004458.1	exact_symbol	resolved	AC004458.1	1	1
AC004460.1	AC004460.1	AC004460.1	exact_symbol	resolved	AC004460.1	1	1
AC004461.1	AC004461.1	AC004461.1	exact_symbol	resolved	AC004461.1	0	0
AC004461.2	AC004461.2	AC004461.2	exact_symbol	resolved	AC004461.2	0	0
AC004461.4	AC004461.4	AC004461.4	exact_symbol	resolved	AC004461.4	1	1
AC004464.1	AC004464.1	AC004464.1	exact_symbol	resolved	AC004464.1	0	0
AC004466.1	AC004466.1	AC004466.1	exact_symbol	resolved	AC004466.1	0	0
AC004466.2	AC004466.2	AC004466.2	exact_symbol	resolved	AC004466.2	0	0
AC004466.3	AC004466.3	AC004466.3	exact_symbol	resolved	AC004466.3	0	0
AC004470.1	AC004470.1	AC004470.1	exact_symbol	resolved	AC004470.1	1	1
AC004471.1	AC004471.1	AC004471.1	exact_symbol	resolved	AC004471.1	0	0
AC004471.10	AC004471.10	AC004471.10	exact_symbol	resolved	AC004471.10	1	1
AC004471.2	AC004471.2	AC004471.2	exact_symbol	resolved	AC004471.2	0	0
AC004471.9	AC004471.9	AC004471.9	exact_symbol	resolved	AC004471.9	1	1
AC004477.1	AC004477.1	AC004477.1	exact_symbol	resolved	AC004477.1	1	1
AC004477.2	AC004477.2	AC004477.2	exact_symbol	resolved	AC004477.2	0	0
AC004477.3	AC004477.3	AC004477.3	exact_symbol	resolved	AC004477.3	0	0
AC004485.1	AC004485.1	AC004485.1	exact_symbol	resolved	AC004485.1	0	0
